tweet_cleaned,tweet,polarity
dzirdēj krievij gras latvij samazināt spieg štat šobrīd pārprodukcij brīv viet,"RT @tikums: @ervinsk Dzirdēju, ka Krievija grasās Latvijā pat samazināt savu spiegu štatu, jo šobrīd ir pārprodukcija. “Brīvu vietu nav!”",1
putin krievij pilson alkatībaipar svētīb atļaut uzturēti latvij noiet greiz vismaz,RT @jautaa_veel: 50 000 Putina Krievijas pilsoņu ar AlkatībaiPar svētību atļauts uzturēties Latvijā. Kas gan te var noiet greizi? Vismaz pa…,1
jācer notikum ukrain blakn latvij daļ atvēr aci lik saprast svarīg panākt valdīt,"RT @NSTaisnigums: Jācer, ka notikumi Ukrainā un to blaknes Latvijā, daļai atvērs acis un liks saprast, cik svarīgi ir panākt, lai valdītu n…",1
pilnvaroj vēstniek riekstin organizēt agresorvalst pilson ielaišan latvij atteikti nosaukt ielaist,"RT @jautaa_veel: Kurš ir pilnvarojis vēstnieku Riekstiņu  organizēt agresorvalsts pilsoņu ielaišanu Latvijā , un atteikties nosaukt ielaist…",1
saskan lūguš krievij saskaņojum šīm darbīb saņems cieņp,"RT @irts1: Vēl saskaņos? ... https://t.co/b4bw3XVULs
...Mēs esam lūguši Krievijai saskaņojumu šīm darbībām. Kad to saņemsim, tad arī cieņpi…",1
secināj pazinēj gaļīg trekn zil balod pelēk šallīt kakl eirop biež redz latvij nekad redzējus mož lauk grūt saprast laik lauk,"@Ruksane @poznaks Es no šī secināju, neesmu pazinēja. 
Nu tas tāds “gaļīgs” trekns zils balodis ar pelēku “šallīti” uz kakla. Eiropā bieži redzu, Latvijā - nekad neesmu redzējusi. 
Bet mož lauku, grūti saprast. Laikam lauku tad? https://t.co/Oe8BqEZvvA",1
šķiet latvij daudz šovakar ievēr zem stund nemaz iepriek neplānojot,RT @DavisVilums: Šķiet Latvijā daudzi šovakar ievēro Zemes Stundu nemaz iepriekš neplānojot.,1
biežāk izmantot medij veid latvij internet zin portāl internet zin portāl līdztek sociāl medij šogad kļuvuš kopum biežāk izmantot medij veid,"Biežāk izmantotais mediju veids Latvijā – interneta ziņu portāli. Interneta ziņu portāli, līdztekus sociālajiem medijiem, šogad kļuvuši par kopumā biežāk izmantoto mediju veidu. https://t.co/16C6Dn1vxP https://t.co/L1yOwjlzo5",1
dzirdēj krievij gras latvij samazināt spieg štat šobrīd pārprodukcij brīv viet,"RT @tikums: @ervinsk Dzirdēju, ka Krievija grasās Latvijā pat samazināt savu spiegu štatu, jo šobrīd ir pārprodukcija. “Brīvu vietu nav!”",1
gredzen kakl vair privātum dzīv māj apskatīj datubāz latvij apgredzenot kung des,"RT @sansiona: Ja gredzens ap kaklu, nav vairs nekāda privātuma dzīvē..
Mājās apskatījos datubāzē - šis Latvijā apgredzenotais kungs jau des…",1
lumpen iedomājāti tiesīb zināt daudz dažād interesant cilvēk latvij sal,"RT @Lato_Lapsa: Jūs ko, lumpeņi, iedomājāties, ka Jums ir tiesības zināt kaut vai to, CIK DAUDZUS dažādus interesantus cilvēkus Latvijā sal…",1
vairāk uzturēšan atļauj izdalīt rus pilson uzturēt latvij daudz rū,"RT @EdvardsRatnieks: Vairāk par 50 000 uzturēšanās atļaujām, kas izdalītas RUS pilsoņiem, lai uzturētos Latvijā.
Nav tā kā par daudz?
1. Rū…",1
muļķīb sen iepirkt īpašum izveidot biznes kont ban,"RT @Iniveta: @sirsenis @pelekaapele @RedWhiteRedLV @liana_langa Muļķības. Viņiem sen te ir iepirkti īpašumi, izveidoti biznesi un konti ban…",1
ušakov šogad nevar run maij svinēšan var mīļ nevar palikt mongol līmen kriev latvij mierīg kriev cīn zem māj dzīvokl latvij,"Ušakovs: “Šogad nevar būt nekādas runas par 9.maija svinēšanu!” https://t.co/5Jd9dSpTUG // Ar varu mīļš nevar palikt. Es esmu pret https://t.co/N7I2V5eTuP.tatāru- mongoļu līmeņa krieviem Latvijā, nevis pret mierīgajiem krieviem, kuri cīnās par savu zemi, māju, dzīvokli Latvijā.",1
ģeolog sāl nepietrūk mazmazmazbērn,"Ģeologi: Sāls nepietrūks ne mums, ne mūsu mazmazmazbērniem:  https://t.co/hYgx1nHqDK",1
mulsin latvieš reakcij vien lr krievvalodīg līder nostāj pareiz ukr pus,"RT @EmilsJakrins: Mulsina latviešu reakcija uz to, ka viens no LR krievvalodīgo līderiem nostājas 100% pareizajā, mūsu un UKR pusē, bet par…",1
vairāk uzturēšan atļauj izdalīt rus pilson uzturēt latvij daudz rū,"RT @EdvardsRatnieks: Vairāk par 50 000 uzturēšanās atļaujām, kas izdalītas RUS pilsoņiem, lai uzturētos Latvijā.
Nav tā kā par daudz?
1. Rū…",1
latvi latvij daudz mērķ jāsasniedz ātr,"#latvia #latvija , daudz mērķu jāsasniedz un ātri https://t.co/XWxtxatxhU",1
saskan lūguš krievij saskaņojum šīm darbīb saņems cieņp,"RT @irts1: Vēl saskaņos? ... https://t.co/b4bw3XVULs
...Mēs esam lūguši Krievijai saskaņojumu šīm darbībām. Kad to saņemsim, tad arī cieņpi…",1
atcerati balsojum rezultāt latvij putin,"RT @CardinalisRavus: 50 000 , vai atceraties balsojuma rezultātus Latvijā par putinu... https://t.co/C0HyfqElxP",1
saskan lūguš krievij saskaņojum šīm darbīb saņems cieņp,"RT @irts1: Vēl saskaņos? ... https://t.co/b4bw3XVULs
...Mēs esam lūguši Krievijai saskaņojumu šīm darbībām. Kad to saņemsim, tad arī cieņpi…",1
gadsimt stāst jaun sadal lnvm virtuāl resurs vietn emuzej kop dokumentēs,"RT @LNVMuzejs: Gadsimta stāsti – tā ir jauna sadaļa LNVM virtuālo resursu vietnē eMuzejs (https://t.co/CW3AQ9hs1X), kur kopā dokumentēsim l…",1
vairāk uzturēšan atļauj izdalīt rus pilson uzturēt latvij daudz rū,"RT @EdvardsRatnieks: Vairāk par 50 000 uzturēšanās atļaujām, kas izdalītas RUS pilsoņiem, lai uzturētos Latvijā.
Nav tā kā par daudz?
1. Rū…",1
latvij iedzīvotāj ukrain karot sūt džip,Kā Latvijas iedzīvotāji uz Ukrainu karot sūta savus džipus:  https://t.co/GGitwt3T7q,1
saskan lūguš krievij saskaņojum šīm darbīb saņems cieņp,"RT @irts1: Vēl saskaņos? ... https://t.co/b4bw3XVULs
...Mēs esam lūguši Krievijai saskaņojumu šīm darbībām. Kad to saņemsim, tad arī cieņpi…",1
nezin rej stāst azovieš šķiet vairākum mamm latvij jūt neaprakstām,"RT @Baiba58513080: @IngaSpringe Nezinu par ko te ""rej""ap stāstu ar Azoviešiem,bet šķiet vairākums mammu Latvijā jūt to pašu-neaprakstāmu pa…",1
pilnvaroj vēstniek riekstin organizēt agresorvalst pilson ielaišan latvij atteikti nosaukt ielaist,"RT @jautaa_veel: Kurš ir pilnvarojis vēstnieku Riekstiņu  organizēt agresorvalsts pilsoņu ielaišanu Latvijā , un atteikties nosaukt ielaist…",1
pilnvaroj vēstniek riekstin organizēt agresorvalst pilson ielaišan latvij atteikti nosaukt ielaist,"RT @jautaa_veel: Kurš ir pilnvarojis vēstnieku Riekstiņu  organizēt agresorvalsts pilsoņu ielaišanu Latvijā , un atteikties nosaukt ielaist…",1
jācer notikum ukrain blakn latvij daļ atvēr aci lik saprast svarīg panākt valdīt,"RT @NSTaisnigums: Jācer, ka notikumi Ukrainā un to blaknes Latvijā, daļai atvērs acis un liks saprast, cik svarīgi ir panākt, lai valdītu n…",1
nākamgad uzsāk zemitān tilt uzlabošan darb,Nākamgad uzsāks Zemitāna tilta uzlabošanas darbus https://t.co/MGZT0MS22u https://t.co/1T3ZEPn5FG,1
uzturēšan atļauj latvij izsniegt krievij pilson,Uzturēšanās atļaujas Latvijā izsniegtas 50 000 Krievijas pilsoņiem:  https://t.co/3ryU1cAhLv,1
gadsimt stāst jaun sadal lnvm virtuāl resurs vietn emuzej kop dokumentēs liecīb pēdēj paaudž ikdien latvij skati gadsimt stāst atklāšan mart vairāk,"Gadsimta stāsti – tā ir jauna sadaļa LNVM virtuālo resursu vietnē eMuzejs (https://t.co/CW3AQ9hs1X), kur kopā dokumentēsim liecības par pēdējo 2–3 paaudžu ikdienu Latvijā. Skaties Gadsimta stāstu atklāšanu 29. martā 15.00 https://t.co/lqFPXBI6Dp, vairāk: https://t.co/EkI4PWcPfZ https://t.co/7UtT7ozWKj",1
nevajag muldēt tāpat nevajag tautīb jēdzien jaukt pilsonīb latvij pilson div vārd der dažād tautīb jāsauc latvieš rakstāt jāiekļauj latvij,"@Paija_2021 Nevajag muldēt! Tāpat kā nevajag tautības jēdzienu jaukt ar pilsonību. Latvijas pilsoņi (jā, divi vārdi arī der!) ir dažādu tautību. Nav visi jāsauc par latviešiem vai kā rakstāt - “jāiekļauj (Latvijā)”. https://t.co/I4tGIjGfg0",1
lietuv pašlaik reģistrēt bēgl ukrain reģistr lietuv pmlp migrācij departament informāc,"RT @realNepareizais: 🇱🇹Lietuvā pašlaik reģistrēti 33 359 bēgļi no Ukrainas.
Viņus reģistrē Lietuvas PMLP - Migrācijas departamenta informāc…",1
ilg izliksimi kar ukrain vainojam putin latvij daudzskaitlīg krievij imp,"RT @JanisIesalnieks: Cik ilgi izliksimies, ka karā pret Ukrainu vainojams tikai Putins? Mums šeit, Latvijā, ir daudzskaitlīga Krievijas imp…",1
pilnvaroj vēstniek riekstin organizēt agresorvalst pilson ielaišan latvij atteikti nosaukt ielaist,"RT @jautaa_veel: Kurš ir pilnvarojis vēstnieku Riekstiņu  organizēt agresorvalsts pilsoņu ielaišanu Latvijā , un atteikties nosaukt ielaist…",1
pilnvaroj vēstniek riekstin organizēt agresorvalst pilson ielaišan latvij atteikti nosaukt ielaist,"RT @jautaa_veel: Kurš ir pilnvarojis vēstnieku Riekstiņu  organizēt agresorvalsts pilsoņu ielaišanu Latvijā , un atteikties nosaukt ielaist…",1
plaš pazīstam mas nekārtīb rīkotāj slaven gad tallin rīk,"RT @Den_Aleks_lv: @Dzintarz @CardinalisRavus @liana_langa Tie ir plaši pazīstami masu nekārtību rīkotāji, slaveni ar 2007. gadā Tallinā rīk…",1
pilnvaroj vēstniek riekstin organizēt agresorvalst pilson ielaišan latvij atteikti nosaukt ielaist,"RT @jautaa_veel: Kurš ir pilnvarojis vēstnieku Riekstiņu  organizēt agresorvalsts pilsoņu ielaišanu Latvijā , un atteikties nosaukt ielaist…",1
latvij saziedot miljon eir palīdzīb ukrain izlietot miljon,"RT @lsmlv: Latvijā saziedoti 6,6 miljoni eiro palīdzībai Ukrainai; jau izlietoti – 5,9 miljoni
 https://t.co/js8KLZX4eY",1
latvij saziedot miljon eir palīdzīb ukrain izlietot miljon,"RT @lsmlv: Latvijā saziedoti 6,6 miljoni eiro palīdzībai Ukrainai; jau izlietoti – 5,9 miljoni
 https://t.co/js8KLZX4eY",1
vien aktuālāk jautājum izglītīb zinātn jom joproj nodrošināt izglītīb proces bērn jaunieš ieraduši latvij bēgot kar ukrain standwithukrain,"Viens no aktuālākajiem jautājumiem izglītības un zinātnes jomā joprojām ir par to, kā tiek un tiks nodrošināts izglītības process bērniem un jauniešiem, kuri ieradušies Latvijā, bēgot no kara Ukrainā. 
#standwithukraine 🇺🇦🇺🇦🇺🇦https://t.co/ZEZtqSHuPV",1
latvij,@Paija_2021 Latvijā tas pats.,1
latvij vien valst valod latvieš valod,@DavisVilums Latvijā ir viena valsts valoda un tā ir latviešu valoda!,1
latvij saziedot miljon eir palīdzīb ukrain izlietot miljon,"Latvijā saziedoti 6,6 miljoni eiro palīdzībai Ukrainai; jau izlietoti – 5,9 miljoni
 https://t.co/js8KLZX4eY",1
sarun veideman kar sabiedrīb latvij gatav karot vajadzēt rajevsk,"RT @AmiSkywalker: SARUNAS AR VEIDEMANI. Karš un sabiedrība: Vai Latvija būtu gatava karot, ja vajadzētu?  https://t.co/DE7YXeKpBK Rajevskis…",1
pilnvaroj vēstniek riekstin organizēt agresorvalst pilson ielaišan latvij atteikti nosaukt ielaist,"RT @jautaa_veel: Kurš ir pilnvarojis vēstnieku Riekstiņu  organizēt agresorvalsts pilsoņu ielaišanu Latvijā , un atteikties nosaukt ielaist…",1
jācer notikum ukrain blakn latvij daļ atvēr aci lik saprast svarīg panākt valdīt,"RT @NSTaisnigums: Jācer, ka notikumi Ukrainā un to blaknes Latvijā, daļai atvērs acis un liks saprast, cik svarīgi ir panākt, lai valdītu n…",1
