tweet_cleaned,tweet,polarity
laik domāj valst pārdzīvot pandēmij tagad kaimin esoš kar gobzem izveidoj valdīb šleser vadīb grož negrib domāt,"@jenuufa @ltvzinas Es visu laiku domāju, kā mūsu valsts pārdzīvotu pandēmiju un tagad arī kaimiņos esošo karu, ja Gobzems būtu izveidojis valdību 🙉. Par Šleseru pie vadības grožiem vispār negribu domāt.",1
salietoji heroīn aci staig šķērs izskat tieš gobzem lietošan,@janis_sarts @ugriinis Nu gan salietojies heroīnu. Pat acis staigā šķērsām. Izskatās tieši kā Gobzems pēc lietošanas.,1
latvij nerīkot tāpat karin viet šleser gobzem,"@ltvzinas Vai Latvija nerīkotos tāpat, ja Kariņa vietā būtu Šlesers vai Gobzems?",1
nesteigš mesti politisk apskāvien rod aizdom mēģinājum nozvejot alternatīv apdāvināt gobzem pamet,"@kasparszellis @delfiRU Bet nesteigšos mesties viņa politiskajos apskāvienos. Rodas aizdomas, ka tas ir mēģinājums nozvejot tos alternatīvi apdāvinātos, kurus Gobzems tikko ir pametis.",1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol,"RT @santa_be: Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skola…",1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol,"RT @santa_be: Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skola…",1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol,"RT @santa_be: Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skola…",1
gobzem nestāst patiesīb atrod,"Kāpēc Gobzems nestāsta, kur patiesībā atrodas? https://t.co/UKf2uwFsni https://t.co/AMkaAn3SDK",1
koleracij kremlin antivakesr ļot pārklāj tagad antivax kanaliz sekoj pārsvar kremlin gobzem šleser mizlig dal antivakser izrādīj kremlin salauz gobzem,"@ints_goze Nav 100% Koleracijas, bet nu tur kremlini un antivakesri ļoti pārklājas, tagad tie antivax kanaliz kuriem sekoju , pārsvarā visi ir kremlini....tas pats gobzems un Šlesers kaut! Tas , ka mizliga daļa antivakseru izrādījās kremlini ,pat salauza gobzemu",1
staķ katr gobzem novērt,Staķi Katram un Katrai!. Gobzems novērtēs.,1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol,"RT @santa_be: Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skola…",1
deputāt ald gobzem stāst spānij skol lētāk latvij bezmaks izglītīb sak grūt jāžēl jāsaprot,"@maljorka Nu,deputāts Aldis Gobzems arī stāsta,ka Spānijā skolas lētākas,kaut arī Latvijā ir bezmaksas izglītība. Ko lai saka - grūti viņiem. Šie arī jāžēlo un jāsaprot?",1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol,"RT @santa_be: Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skola…",1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol,"RT @santa_be: Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skola…",1
lra balsoj div iepriekšēj saeim vēlēšan x kaimin šic attāl radiniek pirmkārt gobzem nekād līder vienīg opozīcij partij dot mirkl saskan sen šleser nopietn vair nepaliek moš slavik,"@freeedom5 Par LRA balsoju divās iepriekšējās Saeimas vēlēšanās. 1x Kaimiņa dēļ + Šics man attāls radinieks..😂
Pirmkārt, Gobzems nav nekāds “mans līderis”, vnk ir vienīgā opozīcijas partija uz doto mirkli, jo Saskaņa sen tāda nav, Šlesers nav nopietns, vairs nekas nepaliek. Moš Slaviks?!",1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol,"RT @santa_be: Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skola…",1
gobzem instagram rakst skol spānij lētāk rīg pateik vairum bērn rīg apmekl bezmaks skol auditorij vidēj alg paš dzīvesveid latvij top,"Gobzems instagramā raksta, ka skola Spānijā lētāka kā Rīgā. Kurš viņam pateiks, ka vairums bērnu Rīgā apmeklē bezmaksas skolas. Tas par to , ka auditorijā ir zem vidējās algas, bet paša dzīvesveids Latvijas top 5%",1
lra iepriekšēj reiz palik īst fan gobzem zud nesaprot zud ticīb sav līder,"@Kadrs33 LRA , diemžēl iepriekšējo reizi palika zem 5%.

Īstiem faniem Gobzems nekur nav zudis,nesaprotu,kāpēc zuda Tev ticība savam līderim.",1
pasak jābals gobzem zud tagad jādom nākam variant,"@freeedom5 Pasaki, par ko jābalso?! Gobzems zudis, tagad jādomā nākamais variants.",1
gobzem lv iedzīvotāj pielīdzināj vien nācij atsakoti kompensācij okupācij,"@elitaveidemane Gobzems LV iedzīvotājus pielīdzināja vienai nācijai, atsakoties no kompensācijas par okupāciju.

https://t.co/gJjb5RsgQ9",1
papētīj sarakst tātad iesalniek vaic staķ tālāk ies progresīv fūrman pasūt jān gobzem nopietn apvainojum salīdzināt jān ald,"@pineconehiller @Tonijs88 @dr_furmanis Papētīju šo saraksti. Tātad, Iesalnieks vaicā, vai Staķis tālāk ies pie progresīvajiem, bet Fūrmanis pasūta Jāni tur, kur Gobzems. Tas ir nopietns apvainojums, salīdzināt Jāni ar Aldi.",1
gobzem vieglāk smadzen sirdsapziņ rēķin,@atihomirovs @ijabs Gobzems taču arī kļuva vieglāks. Bet tas uz smadzeņu un sirdsapziņas rēķina,1
labēj spārn iekrist saeim nacionalist konservativ na jkp gobzem politik latvij,Cik no mūsu labējā spārna iekristu uz šo? #Saeima #nacionalisti #konservativie #na #jkp #gobzems #politika #Latvija https://t.co/OHCJnMPndj,1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
gobzem progresīv,@dr_furmanis Gobzems vai ta jau progresīvajos?,1
gobzem reiz sūdzēj,"@spunde Jā, Gobzems arī reiz sūdzējās.",1
labāk atklāt slepen puķ virs pirkst nerādīš vis partij forš tikpat dedzīg progresīv tāpat gobzem biež cenš nomelnot sākt godīg,"@selmuushh nu labāk jau tad atklāti nekā kā tie, kas visu slepeni un ar puķēm pa virsu :) ar pirkstiem nerādīšu, bet visās partijās tādi ir :) būtu forši, ka tikpat dedzīgi, cik progresīvie (tāpat kā Gobzems) bieži cenšas kādu nomelnot, viņi sāktu ar sevi. Lai ir godīgi 🥰",1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
iesalniek ej aizgāj gobzem mat labāk,"RT @dr_furmanis: Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks.",1
iesalniek ej aizgāj gobzem mat labāk,"Iesalniek, ej tur pat, kur aizgāja Gobzems. Tu neesi ne par matu labāks. https://t.co/OpKBybrHhX",1
gobzem aizvien saeim deputāt,Gobzems aizvien ir Saeimas deputāts?,1
premjer gobzem pizdec,RT @Fantomass18: Un ja premjers būtu Gobzems? Tad būtu pizdec!,1
premjer gobzem pizdec,Un ja premjers būtu Gobzems? Tad būtu pizdec! https://t.co/5eTxnribDf,1
trī liet tagad interes beigsi kar putin atlik pek gobzem aizpisi prom laik ilg kaspar kambal iztur olg,Ir tikai trīs lietas kas man tagad interesē: 1. Kad beigsies karš un putins atliks pekas; 2. Vai Gobzems aizpisies prom uz visiem laikiem; 3. Cik ilgi Kaspars Kambala izturēs savu Olgu.,1
lv komiķ vide bār ienāk bezpajumtniek ald gobzem bārmen dzersiet bomž,"@ComedyLatvia Šis, kas bija kādā LV komiķu video:
Bārā ienāk bezpajumtnieks un Aldis Gobzems.
Bārmenis: Ko dzersiet, bomži?",0
kreml lakstīgal lemberg gobzem šleser savick sudrab kriev savienīb liel dal saskaņ latvij sabiedrīb pabir nēesm redzēj maestr jelkad reklamēt putin krievij kriev pasaul rjussk mir,"@Iniveta @ShareholderMMM 🤦‍♂️🤦‍♂️🤦‍♂️
Kremļa lakstīgalas ir Lembergs, Gobzems, Šlesers, Savickis, Sudraba, Krievu Savienība, liela daļa no Saskaņas un citas Latvijas sabiedrības pabiras...
🤔🤔🤔
Kaut kā nēesmu redzējis, ka Maestro jelkad reklamētu putina Krieviju vai ""Krievu pasauli""(""Rjusske mir"").
😐😐😐",1
nekād gobzem ēdam,@VinntaNetaa @Aijainais @GundegaFelicity @LieneCipule Nekādi ne! Kas tas ir - Gobzems? Kaut kas ēdams?,1
rīkot konferenc neļaut pievienoti mazum aizraut grāmatin kolumb geim slavēšan tāl tikt aizsūtīt gobzem,"@MKossovics @ArtursToms Ja es rīkotu konferenci, arī neļautu @MStakis pievienoties. Mazums, aizrautos ar grāmatiņu, Kolumba un citu geimu slavēšanu tik tālu, ka tiktu aizsūtīts kā Gobzems😀",1
hmm mazliet padomāj nikn sazvērestīb gobzem aiztini prom latvij pavērt cel šleser saeim gal gal domāj šleser ievēl saeim ieguvēj šleser gobzem,"Hmm, es tā mazliet padomāju tādu niknu sazvērestību, par to, ka Gobzems tik nav aiztinies prom no Latvijas, lai pavērtu ceļu Šleseram uz Saeimu. Galu galā es domāju, ka ja Šleseru ievēl Saeimā, ieguvējs ir gan Šlesers, gan arī Gobzems. :)",1
divpusēj argument gobzem sak taut telegram taut mazliet viedokl prioritāt,"@ARagaste Nu šis tās divpusējs arguments. Gobzems arī saka, ka tauta ar viņu un viņa telegramā ""tautai"" ir mazliet citi viedokļi un prioritātes :)",1
nākam gobzem bloķētāj,@olgadragileva Nākamais Gobzems bloķētājs?,1
iesalniek lielāk deģenerāt gobzem diskutētnespējīg infantīl mīkst mēsl,"@olgadragileva @JanisIesalnieks Iesalnieks ir vēl lielāks deģenerāts kā gobzems. Diskutētnespējīgs, infantīls mīkstais mēsls.",0
gobzem divreiz partij līder ievēlēt saeim reāl premjer kandidāt šodien izklaus trak smieklīg reiz iesalniek x gad partij kandidēj y vēlēšan nekad ievēlēt saeim rd tb na vēlētāj nepatīk,"@Kristap_s @kasparsskincs Gobzems divreiz ir bijis partijas līderis. Ievēlēts Saeimā. Bijis reāls premjera kandidāts (šodien izklausās traki un smieklīgi reizē)

Iesalnieks x gadus partijā, kandidējis y vēlēšanās, nekad nav ievēlēts ne Saeimā ne RD. Tb, pat NA vēlētājam viņš nepatīk",1
gobzem vien skauž apsūdz ēd nespēj piedāvāt,"@evestule Jā! Un arī Gobzems ir tikai viens no tiem, kas skauž, apsūdz un ēd citus, bet neko citu nespēj piedāvāt",1
gobzem cienīg pienest rinkevič ūden paldi diev latvij ārliet rinkevic rok gobzem,"@godisqueer_ Nu Gobzems nav pat cienīgs pienest Rinkevičam ūdeni. Paldies Dievam, Latvijas ārlietas ir Rinkeviča rokās, nevis Gobzema.",1
redzam rakst varēt padomāt gobzem,"@selmuushh Ja nebūtu redzams, kurš raksta, varēto padomāt, ka Gobzems.",1
