tweet_cleaned,tweet,polarity
lidot rīga lidosta nozīme apmeklētājs darbinieks septiņi medicīnisks maska vienīgs kurš fp maska prieks laime rast,"Lidot Rīgas lidostā nozīmē, ka starp visiem apmeklētājiem/darbiniekiem tikai septiņiem ir medicīniskā maska un es esmu vienīgā, kurai ir FP2 maska. Prieks un laime, kur tu rodies?! 👻",1
meti kūlenis prieks rihards twitch content,@verde_pesto metu kūleņus prieks Riharda twitch content,1
ticēt būt redzēt tops gun prieks karsts skatiens filma laimēt piedzīvot toreiz baby face tagad mhmmm stāsts high school sweet hearts happily ever after,"1) Neticami, bet es nebiju redzējis Top Gun.

2) Man prieks, ka tie karstie skatieni ir ne tikai filmā, bet pašam arī ir laimējies piedzīvot. Gan toreiz ar baby face, gan tagad 😏
Mhmmm, tas stāsts par high-school sweet hearts happily ever after ❤ 

https://t.co/NbvyhLpBuw",1
ļoti liels prieks zināt,"@erronaut jā! :D man ļoti liels prieks, ka tu arī to zini! 😁😁👏👏👏👏👏😍🥰🥰🥰🥰🔼♾🔽",1
prieks es parak chalky riebt uzmazgajas you can do many layers,@zdegeneracija Prieks manis vina ir parak chalky un man riebjas tas ka vina uzmazgajas so you can’t do many layers,1
tavs prieks incidentisks žēl īsts prieks,"@ArvisKolmanis Nē, tavs prieks ir incidentisks . Tik žēl, ka īsta prieka nav",1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
aiziet twitterim pateikt statistika you know zināt smuks puķe pieklājīgs kompliments brīdis maniere pirmā randiņš statistika kļūdīties prieks aiziet,"Es aizgāju. Nu, lai twitterim var pateikt to statistiku, you know?
Un zini, bija gan smukas puķītes, gan pieklājīgi komplimenti, brīžiem arī manieres..
Pirmā randiņa statistika - biju kļūdījusies un prieks, ka aizgāju 😄 https://t.co/dqZtNWvxX6",1
norvēğos sods drastisks izskatīt darboties promile jāiet cietums kriminālatbildība patiess prieks lasis norges policija atskaite simts autovadītājs pārbaude ķirsis autovadītājs sods vajag maksimāls augsts idiots izmācīt,"@Kristine3300 @AndrejsUrbans Norvēğos sodi (drastiski) izskatās darbojas! Tur ar promilēm jāiet cietumā un ir arī kriminālatbildība. Patiess prieks lasīt norges policijas atskaites ar simtiem autovadītāju pārbaudēm un nevienu ķirsī autovadītāju. Sodus vajag maksimāli augstus, lai tos idiotus izmācītu.",0
diān nestridamies vilkt ļoti novērtēt draugs pajautāt gaļa cept marināde virtuve savlaik teikt sastrādāt darbinieks prieks,"@dianchuuz @a_grambergs Diān, mēs nestridamies. Vilks ir pat ļoti novērtējams draugs, jo viņam var pajautāt visu par gaļas cepšanu, marinādēm, par virtuvi utt. Es savlaik esmu teicis, ka sastrādāties ar šādu darbinieku būtu prieks! :)",1
dzeks noasinoja kofiku sagriezaas milziga virtuve naza kurss lidzi interesants kapec redzeja vismaz cilveki liecinat prieks varēt kautka izlikt frustracijas koleegjiem internetaa,@Gejba29 @irsuudiigi dzeks noasinoja pa visu kofiku jo sagriezaas uz sava milziga virtuves naza kurs vinam bija lidzi (interesanti kapec) a un to visu redzeja vismaz 10 cilveki kuri var liecinat. bet prieks ka vari kautka izlikt savas frustracijas uz saviem koleegjiem internetaa :),1
prieks dzirdēt vēlreiz atvainot spēja pabrīdināt laicīgs,"@LigitaBrodina Prieks dzirdēt :) Vēlreiz atvainojamies, ka nespējām pabrīdināt jūs laicīgi.",1
prieks by labs cilvēks,"RT @casparons: Prieks, ka ir BY labi cilvēki💪😎",1
ivf šoreiz kontracepcija ļoti sen atmest preperātus visa labs just tagad cikls atkalt lietot ļoti labs spējš aprakstīt sajūta izmaiņa emocija pilnīgs nulle prieks bēda satraukums gaidīt process pilnīgs pajāt,"#ivf šoreiz par kontracepciju. Ļoti sen atmetu šos preperātus, jo ne visai labi jutos. Tagad 2. ciklu atkal to lietojot, ļoti labi spēju aprakstīt sajūtas un izmaiņas. ✨Emocijas- pilnīga nulle. Ne prieks, ne bēdas, pat ne satraukums par gaidāmo procesu. Pilnīgi pajāt. (1/3)",1
heh prātīgs cilvēks vara nesen rd fantazēt josla šoseja daugavgrīva vajag kapitāls pārbūvēt josla segums izbūvēt normāls autobuss kabata gājējs veloceļu čikiniekā josla,"@TInzenieris Heh, bija prātīgi cilvēki pie varas. Nesen vēl RD fantazēja par 4 joslu šoseju uz Daugavgrīvu. Priekš kam? :) Ko tur vajag - kapitāli pārbūvēt 2 joslu segumu, izbūvēt normālas autobusu kabatas, gājēju/veloceļu un viss būs čikiniekā. Bet 4 joslas - kam? :D",1
redzēt varēt paklusēt vieta pateikt pateikt skaidrs jebkura reliģija uzskats aborts jautājums skaļš teikt šobrīd,"@vardotaja Nu redz, bet viņš būtu varējis paklusēt tā vietā, lai pateiktu to, ko pateica. Jo visiem ir skaidrs jebkuras reliģijas uzskats abortu jautājumā, bet priekš kam to skaļi teikt šobrīd?",1
tu gāzt bro,"@Ruudza_ tas ir priekš tevis, lai tev ir ar ko ''gāzt'', bro",1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
līdzīgs kāds gads atpakaļ nopirkt račs timing software instalēt secināt foxpro divi nedēļa prasīt nauda atpakaļ nopirkt pakete divi gads uzrakstīt savējs izmantot ms sql ms access pietikt kpriekš darīt,"@strujevics @IlgvarsLopatko @laacz Līdzīgi! Kādus 5 gadus atpakaļ nopirku Račs Timing Software. Instalēju - secinu ka tā ir FoxPro. Pēc divām nedēļām prasīju naudu atpakaļ. Nopirku citu paketi, bet pēc diviem gadiem, uzrakstīju pats savējo izmantojot MS SQL un MS Access. Pietiek priekš kpriekš tā ko es daru.",1
cilvēce vajadzīgs baznīca,@UGruntmanis Priekš kam cilvēcei ir vajadzīga baznīca https://t.co/pb48teUmRJ?,1
pārdot mazlietoti bērns rats atbraukt pirkt sieviete runa krievisks pirmais teikums ukraina pārdevējs sacīt prieks labs sieviete apmulst dot solīt nauda stāstīt liepājs savs uzņēmums stāstīt morāle saprast,"Pārdodas mazlietoti bērnu ratiņi. Atbrauc pirkt sieviete, kura runā krieviski. Pirmais teikums- “es esmu no Ukrainas”. Pārdevējs saka prieks,ka jums viss labi. Sieviete apmulst dod solīto naudu un stāsta, ka Liepājā  esot savs uzņēmums… u.t.t.  Stāsta morāli saprotiet paši :)",1
es siļķe ēst,@gina_vjugina Tas priekš manis jo siļķes neēdu,1
prieks latvija uzņemt novaya gazeta redakcija krievs atkarīgs medijs bāzēt trimda vieta,"RT @IvetaKazoka: Prieks, ka Latvija ir uzņēmusi Novaya Gazeta redakciju - kļūstam par krievu neatkarīgo mediju bāzēšanās, “trimdas” vietu h…",1
paldies personigi tuvs pazīt sieviete lîdzīgu stāstīt apzināt svarīgs atrast cienošas mīlēt īsts attiecība tas radīt abi kopīgs bērns prieks scenārijs īstenot,"@NKristopane Ak, paldies ka tik personigi. Man tuvu pazīstama sieviete ar lîdzīgu stāstu, apzinoties, cik svarīgi ir atrast cienošas, mīlošas īstas attiecības un tajās radīt abu kopīgu bērnu. Un man prieks, ka tur scenārijs īstenojas 😊",1
atcerēties pēdējs reize prieks lepnums bilst nobildēt šoreiz kritika nepieņe,"RT @spigana: Neatceros pēdējo reizi, kad man būtu bijis tāds prieks un lepnums par bildi, kuru esmu nobildējusi, kā šoreiz. Kritiku nepieņe…",1
dieviš nogrābstās vecums gads klausijos slade smokie pilns klape tagad ritīgi ielikt auto tombām izdzirdīt vecs ac dc suzie quatro prast braukt viens,"@bibaiba Lai dieviš nogrābstās..kas priekš Jums ir vecums? Man bija 8 gadi, kad klausijos Slade un Smokie uz pilnu klapi..un tagad ar ritīgi ielieku pa auto tombām izdzirdot vecos ac/dc vai suzie quatro..protams ja braucu viens",1
policija noorganizēt pircēja ekskursija jēga laipns runāt saprast latvisks saprast liels latvietis daļa gļēvs piekāpšanos vienvalodīgajām nekauņa,"@karlisonis @Niknais33 @KBlumberga @Paradnieks @zuravlevs @Valsts_policija @_vvc @vid_gov @IeM_PMLP Priekš kam tur to policiju, būtu noorganizējis kādu 100 pircēju""ekskursiju"" pie tās nejēgas, visi laipni runātu un ''saprastu"" tikai latviski:). Nesaprotu lielākās latviešu daļas gļēvo piekāpšanos vienvalodīgajām nekauņām.",1
atcerēties pēdējs reize prieks lepnums bilst nobildēt šoreiz kritika nepieņe,"RT @spigana: Neatceros pēdējo reizi, kad man būtu bijis tāds prieks un lepnums par bildi, kuru esmu nobildējusi, kā šoreiz. Kritiku nepieņe…",1
atcerēties pēdējs reize prieks lepnums bilst nobildēt šoreiz kritika pieņemt paldies,"Neatceros pēdējo reizi, kad man būtu bijis tāds prieks un lepnums par bildi, kuru esmu nobildējusi, kā šoreiz. Kritiku nepieņemu, paldies. https://t.co/kLClNlXLkS",1
diena prieks apstiprināt gatavot pieteikums lampa diskusija darbnīca tikt klātiene darboties kopa,Dienas prieks - apstiprināts mans gatavotais pieteikums Lampas diskusijai/darbnīcai. Tiekamies klātienē un darbosimies kopā 1.07 :),1
manējs bērnība gult spēlēt brīdis vecs pavērt acs bezgalīgs prieks vecs pamost manīt palūrēt turpināt gulēt pāris stunda,"@BumbulsJr Manējā bērnībā gultā spēlējās līdz brīdim, kad kāds no vecākiem pavēra acis. Tad viss - bezgalīgs prieks par vecāku pamošanos. Bet, ja nemanīja, ka kads ir palūrējis, varējām turpināt gulēt vēl pāris stundu.",1
tu atbilde urod idi nahuj,@JuliaDavisNews Man priekš tevis ir atbilde urod! Idi nahuj!,1
elementārs liet vismaz es homoseksuāls attiecibas psihisks novirze norma elementārs atbalsts viena perversija nākt atbalstīt ieviest likums tiešs vienkāršs,"@GMeluskans @ArtisLeilands Elementāra lieta vismaz priekš manis ir, ka homoseksuālas attiecibas ir psihiska novirze no normas. Lūk, tas ir elementāri.
Ja atbalstam vienu perversiju, nāksies atbalstīt un ieviest likumā arī citas. Tieši tik vienkārši.",1
prieks talsi lielvārde komanda spēle bronza spējš pulcēt ganīt pilns tribīne skatītājs pieskandināt arēna gaidīt mačs iznākums spēle zelt,"Prieks par @LFS_floorball, Talsu un Lielvārdes komandām, kas uz spēli par bronzu spēj pulcēt gana pilnas tribīnes ar skatītājiem, kuri pieskandina Arēnu. Gaidām šī mača iznākumu un spēli par zeltu https://t.co/ayshfbbqVE",1
dubultzodiņu pakausis kvalificēt treneris statuss haha nopietns prieks iniacitīvu sekot līdzēt gaita,"@jzigajev 🔝, ar dubultzodiņu pakausī 100% kvalificējies trenera statusam haha, bet nopietni prieks par iniacitīvu un sekošu līdzi gaitām ✌️",1
prieks priecīgs kolēģe ģērbt,"@Bumbuls2 Man prieks par tevi! Es būtu priecīga, ja man kolēģi tā ģērbtos. ❤️",1
kārtējs viedoklis esamība rakstīt domāt izdarīt vieta,"@janisliksts @AndisKudors Jā. Arī par kārtējo viedokļa neesamību, jo taču kaut kur tā ir rakstīts. Priekš kam domāt, ja kāds to izdara mūsu vietā.",1
šāds loģika autors brīvdiena latvietis svētki dot brīvs dienēt atpūta,"@AgnCam @saprge Un pēc šādas loģikas kā autorei, 11.11. brīvdiena tikai latviešiem, jo tie taču ir mūsu svētki, priekš kam citiem dot brīvu dienu atpūtai?",1
prieks rīga ienākt pavasaris ziedēt puķe kaste žēl rīga centrs centrs apkaime atkalt pietrūkt,"RT @spunde: Prieks, ka Rīgā ienāk pavasaris ar ziedošām puķu kastēm, taču žēl, ka tikai Rīgas centrā. Ārpus centra apkaimēm atkal pietrūka…",1
prieks rīga ienākt pavasaris ziedēt puķe kaste žēl rīga centrs centrs apkaime atkalt pietrūkt nauda pats puķe pods izdalīt vienmērīgs rīga rīga beigt bulvāris locīt,"Prieks, ka Rīgā ienāk pavasaris ar ziedošām puķu kastēm, taču žēl, ka tikai Rīgas centrā. Ārpus centra apkaimēm atkal pietrūka naudas… Bet varēja taču šos pašus puķu podus izdalīt vienmērīgi pa visu Rīgu. Rīga nebeidzas pie bulvāru loka! https://t.co/iIImSLSRoq",1
dubults prieks boldžas bibliotēka,Dubultā prieks par Boldžas bibliotēku. https://t.co/sbHCEg6hHo,1
prieks boldza attīstība notikt,"Prieks, ka Boldza attīstība notiek. https://t.co/44hgxmFFbw",1
iepirkt iepirkt hobijs gandrīz reize iziet veikals griba raudāt gadīties labs ķēriens humpītī prieks,"Kur iepērkas tie, kuriem iepirkšanās ir hobijs? Gandrīz katru reizi, izejot no veikala, gribas raudāt. Ja gadās kāds labs ķēriens humpītī, tad gan prieks",1
ok zināt hormons vētra vecums pāriet jebkura gadījums domāt kristietība vairāk aizliegums mazs prieks saturs pazaudēt ciklisks process palaikam pazaudēt atkalt atrast,"@_svilpaste_ @KPitkevica Ok, tad nezinu. Man bija hormonu vētras ap 16 gadu vecumu, bet pārgāja.

Jebkurā gadījumā domāju, ka ja kristietība ir vairāk aizliegums un mazāk prieks, tad kaut kas no satura pazaudējies. Bet tas tāds ciklisks process, palaikam pazaudē un tad atkal atrod.",1
piekrist nēesmu reliģisks sekot brīvdiena svins reliģisks brīvdiena ļoti svēts liet sākt revolūcija krustnesis gājiens uzdrošināties doma atņemt brīvdiena,"@Andris_7cipari @saprge Piekrītu. Nēesmu reliģisks bet sekoju brīvdienām un tās svinu reliģiski. Brīvdienas ir ļoti svēta lieta priekš mani. Sākšu revolūciju un krustnešu gājienu, ja kāds uzdrošināsies tādu domu kā atņemt man brīvdienas!",1
cena zagt manīt liels,@polittehnologs Pie kam- cena priekš zagta manāmi par lielu.,1
varēt sūdzēt autobuss satiksme smiltene rīga reiss praktisks stunda biļete joprojām viltot prieks,"Ja par kaut ko nevar sūdzēties, tā ir autobusu satiksme Smiltene - Rīga. Reisi praktiski ik pēc stundas un biļete joprojām 5.6€.. Neviltots prieks!",1
same thoughts nauda maks prieks cheateriem,@TheRager69 same thoughts. nav naudas mana maka prieks cheateriem 😮‍💨,1
skaidrs ru ģerevņu ziņa,"@AnsisPupols @Borovkovs skaidrs, ka ne. 1000 ru ģerevņu ziņas? priekš kam?",1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
asv mocim setifikācija latvija uzliekt lampa pagrieziens izplūst marķējums atrādīt noteikt privāts pers,"RT @DievaSuni: ASV mocim ES setifikācija Latvijā? Uzliec lampas, pagriezienus un izplūdi ar ES marķējumu un atrādi noteiktām, privātām pers…",1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
granīts iela būvēt posms apraut rīga robeža rīga puse grasīties tērēt velo gājējs,"@gatismu Granīta ielā būs @LVceli būvēts posms, kas aprausies pie Rīgas robežas. Rīga savā pusē negrasās tērēties priekš velo un gājējiem. https://t.co/OMXqrdweTS",1
sestdien vienpadsmitiem aizvest dažs lieta ukraina atkarība bulvāris prieks satik,RT @BaibaStrautmane: Nu tad ko ... es sestdien ap vienpadsmitiem aizvedīšu dažas lietas uz Ukrainas Neatkarības bulvāri... prieks būs satik…,1
