tweet_cleaned,tweet,polarity
diev staķ pierādīj vien darb lēt pr gājien imitēt saimniekošan plu sadarbīb lks vajadzēt esoš apstākl sarkan līnij mārtiņ prog skatīt dom balsojum,"@NadinaElekse @MStakis @krisjaniskarins @edgarsrinkevics Dieva dēļ, kur Staķis ir sevi pierādījis? Kaut vienu darbu, kas nebūtu lēts PR gājiens, lai imitētu saimniekošanu. Plus, sadarbībai ar LKS vajadzētu būt esošajos apstākļos sarkanajai līnijai. Tikai ne Mārtiņam un progiem. Skatīt domes balsojumus",1
sapnīt atnāc ald mazgāj vel cep cepumin stāstīj patīk staķ ald,"RT @LiegaZelgalve: Man sapnītī bija atnācis Aldis. Kamēr mazgājās veļa un cepās cepumiņi, stāstīju, ka man patīk Staķis. Un kā viņam (Aldim…",1
staķ neatbalst lukašenk,"@janis9991 @oskarsvizbulis Tas būtu vēl nekas, jo pats Staķis neatbalsta Lukašenko.",1
sapnīt atnāc ald mazgāj vel cep cepumin stāstīj patīk staķ ald harizmātisk čal vajadzēt uzvesti mīl,"Man sapnītī bija atnācis Aldis. Kamēr mazgājās veļa un cepās cepumiņi, stāstīju, ka man patīk Staķis. Un kā viņam (Aldim) kā harizmātiskam čalim vajadzētu uzvesties. Mīļi.",1
staķ rīg teritorij plānojum atcelšan vad dom bezpartejisk mēr,Staķis pēc Rīgas teritorijas plānojuma atcelšanas vadīs domi kā bezpartejisks mērs:  https://t.co/7yf3TD7l4Q,1
liek rīg sakārtot varēt eir aizsutīt ukrain nepārprotiet ukrain kar sūtīt naud zinot rīg bedr tieš daudz cit varēt uzlabot staķ skaist run darb,"@NadinaElekse @MStakis @krisjaniskarins @edgarsrinkevics Mana gan nē...Liekas kad Rīgā viss ir sakārtots,lai varētu 500000 eiro aizsutīt Ukrainai...Nepārprotiet,nav nekas pret Ukrainu,jo esmu pret karu...Bet sūtīt naudu zinot,kad Rīgā viss ir bedrēs un ir tiešām daudz cits ko varētu uzlabot...Staķis skaisti runā,bet darbi nav...",1
jaun eksperiment staķ tagad vair jaun eksperiment,"@NadinaElekse @MStakis @krisjaniskarins @edgarsrinkevics Jaunu eksperimentu staķis, tagad vairs nav jauns eksperiments...",1
staķ,@Iniveta @Lea_Ters Staķis.😉,1
rakst bals person lokomotīv neatkarīg staķ ierakstīsi saskan vienot krievij,"@Mikipele6 @NadinaElekse @MStakis @krisjaniskarins @edgarsrinkevics Tak raksta,ka balsos par personu,lokomotīvi neatkarīgi kur tas Staķis ierakstīsies...Saskaņa vai ""vienota krievija""!",1
premjer rinkēvič jautājum tieš izdarīj staķ paveikt karog nolaišan neskait,@NadinaElekse @MStakis @krisjaniskarins @edgarsrinkevics Premjers un Rinkēvičs - nav jautājumu. Bet ko tieši ir izdarījis Staķis? Kas ir viņa paveiktais? Karoga nolaišana neskaitās.,1
izdomāj staķ tagad politisk brīv kāj laik jaun partij apsviedīg racionāl iepriekšēj progresīv pro ideālistisk vērtīb dombrovsk brīv kop varēt sākt radīt latvij politisk nācij,"izdomāju!
Staķis tagad uz politiski brīvām kājām, laiks jaunai partijai — ne tik apsviedīgai un racionālai kā iepriekšējai, progresīvai, bet ne Pro, bet ideālistiskai un ar vērtībām, Dombrovskis arī brīvs, kopā varētu sākt radīt Latvijas politisko nāciju",1
staķ ies saeim,@NadinaElekse @MStakis @krisjaniskarins @edgarsrinkevics Un ja Staķis ies uz Saeimu?,1
īst nepiekrīt staķ ļot cenš populār reāl darb rezultāt īst neman stabin lobēšan īst panākum manuprāt,"@CerinsAivis @MStakis @VairaVF Īsti nepiekrītu. Staķis ļoti cenšas būt populārs, bet tādus reālus darbus un rezultātus īsti nemana. Stabiņu lobēšana īsti nav panākums, manuprāt.",1
neiespējam pasaul iedomājieti staķ iestāj gobzem partij katr gobzem katar,Ir kaut kas neiespējams šajā pasaulē? Iedomājieties Staķis iestājas Gobzema partijā Katram un Katrai! Gobzemes Katara.,1
dzīv lūdz spēl ell bolderāj galven rīg kas pildītāj nodokl apjom ziņ staķ nogrūž riebīgāk iespējam,"@Arturs_Vitols @ojars99 Tur, kur tu dzīvo, lūdzu - visas spēļu elles. Bolderāja ir galvenā Rīgas kases pildītāja nodokļu apjoma ziņā, kamēr Staķis šeit nogrūž visu riebīgāko, kas vien iespējams.",1
liel mēr valod referendum gad kolektīv iq kriti politik satur kvalitāt kritusi piemēr favorīt staķ simpātisk populār pusaudz ģībst jāsaskrāp saus atlikum īst paveic neiet viegl,"@idontlikesand9 @Feita @DaceGrietina @polittehnologs Lielā mērā - droši vien. Taču kopš valodas referenduma gadiem kolektīvais IQ ir krities. Arī politikas satura kvalitāte ir kritusies. Piemērs - visu favorīts Staķis, simpātisks, populārs, pusaudzes ģībst, bet kad jāsaskrāpē sausais atlikums, ko tad īsti ir paveicis, neiet viegli.",1
staķ malac mašīn apkurinām nopirk ziemeļkorej,@KalvisTroska Staķis malacis. Bet varbūt mašīnu jau apkurināmu nopirka Ziemeļkorejā,1
staķ aizliedz māj apkurināt vismaz mašin,"@KalvisTroska Staķis aizliedza māju apkurināt, nu tad vismaz mašiņu.",1
staķ pēksn sadom kop saskan balsosiet,@NadinaElekse @MStakis @krisjaniskarins @edgarsrinkevics Bet ja Staķis pēkšņi sadomā būt kopā ar Saskaņu? Arī balsosiet?,1
partij pamešan rīg mēr krēsl stabil atbalst sol līdzšinēj koalīcij frakcij,RT @ltvzinas: Arī pēc partijas pamešanas Rīgas mēra @MStakis krēsls ir stabils. Viņam atbalstu sola visas līdzšinējās koalīcijas frakcijas.…,1
partij pamešan rīg mēr krēsl stabil atbalst sol līdzšinēj koalīcij frakcij nevien cit partij staķ iestāti neplān sadarbīb partij neatteiksi,"Arī pēc partijas pamešanas Rīgas mēra @MStakis krēsls ir stabils. Viņam atbalstu sola visas līdzšinējās koalīcijas frakcijas. Nevienā citā partijā Staķis iestāties neplāno.

Bet @KustibaPar no sadarbības ar partiju @attistibai neatteiksies. https://t.co/CuTait5U4b https://t.co/38QToOv6qD",1
loģisk veidojum sabrukšan stadij staķ bijuš kriev duet versij jaunup protam atkal jāiespringst šķiet patīk,"@BaibaStrautmane Šī ir tikai loģiska šī veidojuma sabrukšanas stadija. Arī Staķis ir tikai bijušā krievu dueta t.A.T.u. versija. Jaunupam, protams, atkal jāiespringst, bet, šķiet, tas viņam patīk (diemžēl :) )",1
staķ problēm nāk kolhozniek komunist ģimen attiecīg domāšan politik primitīv sociāldemokrāt dar lielāk nodokl ieņēmum izsaimniekot lab apmēr staķ,"Staķa problēma ir tāda, ka viņš nāk no kolhoznieku komunistu ģimenes (un attiecīgi ar domāšanu). Un politikā viņš ir primitīvs sociāldemokrāts. ""Darām kaut kaut ko un mums būs lielāki nodokļu ieņēmumi ko izsaimniekot savā labā."" Tas apmēram arī ir Staķis.",1
mārtiņ staķ rīg teritorij plānojum atcelšan vad dom bezpartejisk mēr,Mārtiņš Staķis pēc Rīgas teritorijas plānojuma atcelšanas vadīs domi kā bezpartejisks mērs https://t.co/jEWdWoAYMv,1
mārtiņ staķ rīg teritorij plānojum atcelšan vad dom bezpartejisk mēr,Mārtiņš Staķis pēc Rīgas teritorijas plānojuma atcelšanas vadīs domi kā bezpartejisks mērs  https://t.co/y6gqj9sh32,1
mārtiņ staķ rīg teritorij plānojum atcelšan vad dom bezpartejisk mēr,Mārtiņš Staķis pēc Rīgas teritorijas plānojuma atcelšanas vadīs domi kā bezpartejisks mērs https://t.co/NekfadqjXr,1
vien iemesl noteik stak lol,@pilsonisLV @pavluts @KustibaPar viens no iemesliem ir noteiki stakis lol,1
nekad muļķ spēl politiķ spēlīt tāpat dar staķ ticīb moment,"RT @fjodoorz: @MatissJekabsons @GirtsS Viņš nekad nav bijis muļķis, un spēlē to politiķu spēlīti tāpat, kā to dara Staķis. Ticības moments…",1
saem vēlešan strād šķiet politisk vajadzēt saimniecisk laimētav diskutēt viesnīc skaidr vēlešan staķ briv vēj,"@MStakis līdz Saemas vēlešanām droši strādās … tikai šķiet politiski. Bet vajadzētu saimnieciski. 
Par tam “laimētavām” tur nav ko diskutēt - tikai viesnīcās …
Bet ir skaidrs ka pēc vēlešanām Staķis būs brivs kā vējš.",1
nekad muļķ spēl politiķ spēlīt tāpat dar staķ ticīb moment,"RT @fjodoorz: @MatissJekabsons @GirtsS Viņš nekad nav bijis muļķis, un spēlē to politiķu spēlīti tāpat, kā to dara Staķis. Ticības moments…",1
nekad muļķ spēl politiķ spēlīt tāpat dar staķ ticīb moment jebkur tuv null taut apēd gard mut pras,"@MatissJekabsons @GirtsS Viņš nekad nav bijis muļķis, un spēlē to politiķu spēlīti tāpat, kā to dara Staķis. Ticības moments jebkuram no viņiem ir tuvu nullei, bet tauta šo visu “apēd“ ar gardu muti un prasa vēl :)",1
politolog vakar prognozēj staķ ies jv pierādījum,"RT @AmiSkywalker: Kā politologs vakar prognozēju, ka Staķis ies uz JV. Nu, ir arī pierādījumi. https://t.co/HCLjZAXPYM",1
maskav saucam svētk pārvērst imperiālism dzīr laik krievij militār spēk lej nevainīg ci,"RT @MStakis: Maskavā šie tā saucamie ""svētki"" tiek pārvērsti par imperiālisma dzīrēm. Laikā, kad Krievijas militārie spēki lej nevainīgu ci…",1
dom staķ atteici partij priekšvēlēšan sludināt ideoloģij vēlētāj dot solījum domāj drīzāk partij sakompromitējus solījum,"@Videjais_LV @irlarionovs Kā domā vai Staķis ir atteicies no savas partijas priekšvēlēšanu sludinātās ideoloģijas un vēlētājiem dotajiem solījumiem? Es domāju, ka nē. Drīzāk tā ir partija, kas sakompromitējusi savus solījumus.",1
rīg teritorij plānojum atcelšan vad dom bezpartejisk mēr,.@MStakis pēc Rīgas teritorijas plānojuma atcelšanas vadīs domi kā bezpartejisks mērs. https://t.co/iBlDSn3fuu https://t.co/s9cdSUfoU6,1
interesant staķ piesliesi saskan absurd konservatīvist diez bezsmadzen zzs der na pušelsm bezprincipialitāt diez jv fakt jebkur partij staķ iegū,"Interesanti, kam Staķis piesliesies?  Saskaņa tā nebūs, absurdie konservatīvisti diez vai, bezsmadzeņu ZZS nez vai viņam derēs, NA pušelsms un bezprincipialitāte arī diez vai. JV?
Fakts ir - jebkura partija, kurā būs Staķis, tikai iegūs",1
staķ turpin vadīt rīg dom bezpartejisk mēr,RT @DienaLv: Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/DAsVgsnAs1,1
politolog vakar prognozēj staķ ies jv pierādījum,"Kā politologs vakar prognozēju, ka Staķis ies uz JV. Nu, ir arī pierādījumi. https://t.co/HCLjZAXPYM",1
ķirs stak,"@barfyman_362 @tilmeitene @n0_fail @MStakis @AttistibaiPar @attistibai Ķirsis, ne stakis",1
mikrorajon lik slitkat nevar but ieprieksej mer net stak paveic neispejam,"@tilmeitene @pilsonisLV @n0_fail @MStakis @AttistibaiPar @attistibai Mikrorajonos. Likas ka slitkat nevar but vel ar ieprieksejo meru, net Stakis paveica neispejamo",1
staķ izdarīt noteikt atdot bals tiesīb balsot nerīdziniek,"@oskarsvizbulis Ja Staķis to izdarītu, noteikti atdotu balsi par viņu, kaut arī nav tiesību balsot kā nerīdziniekam.",1
staķ neplān stāti cit politisk spēk kandidēt saeim vēlēšan,RT @DelfiLV: Staķis neplāno stāties citos politiskos spēkos vai kandidēt Saeimas vēlēšanās https://t.co/EQqhtG3un5,1
ziņot staķ paziņoj izstāšan partij kustīb,"Jau ziņots, ka Staķis paziņoja par izstāšanos no partijas ""Kustība ""Par!"". https://t.co/DUtvNMozrw",1
staķ neplān stāti cit politisk spēk kandidēt saeim vēlēšan,Staķis neplāno stāties citos politiskos spēkos vai kandidēt Saeimas vēlēšanās https://t.co/EQqhtG3un5,1
nevar īst piekrist pabrik staķ apstiprinājum politisk problēm cilvēcisk mazspēj primār,"@GuntarsGribusts @ervinsk Nu, nevaru īsti piekrist.
Pabriks un Staķis ir tam apstiprinājums.

Jā, ir arī politiskā problēma, bet cilvēciskā mazspēja ir primāra.",1
staķ vad rīg dom bezpartejisk mēr,RT @JLilientals: Staķis vadīs Rīgas domi kā bezpartejisks mērs https://t.co/6iHNRnhX88,1
staķ vad rīg dom bezpartejisk mēr,Staķis vadīs Rīgas domi kā bezpartejisks mērs https://t.co/6iHNRnhX88,1
staķ turpin vadīt rīg dom bezpartejisk mēr,Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/hEWeWclnEl https://t.co/2W6AIzuC0r,1
piemēr teikt pietur apvienīb mērķ normāl pieminēt ukrain kar mēģin emocionāl noskaņot staķ ukrain rēķin labāk tieš neteikt biedr viet nikn vald staķ,"@UnaNeo @AttistibaiPar @IvetaR4 Piemēram, teikt, ka pieturas pie apvienības mērķiem, būtu bijis normāli, bet tas, kā ir pieminēts Ukrainas karš, mēģina emocionāli noskaņot pret Staķi uz ukraiņu rēķina, un tad labāk tiešām būtu bijis neteikt neko. Es Par! biedru vietā būtu nikns uz valdi kā Staķis",1
piektdien mart rīg mēr mārtiņ staķ sasauc iepriek neplānot pres brīfing mēr informēj neplān stāti nevien politisk partij turpin sadarbīb vismaz četr koalīcij partij staķ paud vid,"Piektdien, 25. martā, Rīgas mērs Mārtiņš Staķis sasauca iepriekš neplānotu preses brīfingu. Tajā mērs informēja, ka neplāno stāties nevienā politiskajā partijā, bet turpinās sadarbību ar vismaz četrām koalīcijas partijām. Staķis arī pauda, ka Vides ... https://t.co/KNZxC28VOC",1
staķ galvaspilsēt dom vad bezpartejisk mēr,Staķis galvaspilsētas domi vadīs kā bezpartejisks mērs https://t.co/M9rUobxdK3,1
staķ vad rīg dom bezpartejisk mēr,Staķis vadīs Rīgas domi kā bezpartejisks mērs https://t.co/rlMEOv3o7Y,1
staķ turpin vadīt rīg dom bezpartejisk mēr,Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/vteikSwsoD,1
rūpēti iedzīvotāj vieglāk partij staķ turpin vadīt rīg dom bezpartejisk mēr,"Rūpēties par iedzīvotājiem būs vieglāk, esot ārpus partijām. Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/cbRtVcnn72",1
balsoj rd vēlēšan reālāk kandidāt saskaņ gkr atstāšan opozīcij staķ simpatizēj kandidāt bals adresāt saeim vēlēšan izlēmus,"@Betsfmf @AttistibaiPar Balsoju par viņiem RD vēlēšanās, jo tie bija reālākie kandidāti uz Saskaņas un GKR atstāšanu opozīcijā. Arī Staķis simpatizēja kā kandidāts. Par savas balss adresātu uz Saeimas vēlēšanām gan vēl neesmu izlēmusi.",1
staķ turpin vadīt rīg dom bezpartejisk mēr,Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/DAsVgsnAs1,1
deputāt teiks saeim sarakst ievēl vēlētāj deputāt realizēt taut grib iet partij citādāk mērķ izbalsot nepatīk staķ man uzticīb zaudēj noteikt daudz rīdziniek jūt tāpat,"@Videjais_LV Deputātus, teiksim, Saeimā no sarakstiem ievēl vēlētājs. Tad šie deputāti realizēt tautas gribu. 

Ja iet uz citu partiju vai kā citādāk, tad mērķis ir izbalsot, ja nepatīk. Staķis manu uzticību nav zaudējis un noteikti daudzi Rīdzinieki jūtas tāpat. 

1/2",1
staķ turpin vadīt rīg dom bezpartejisk mēr,Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/iRL83MiMk1 https://t.co/MGvDON9HeI,1
mēr inform turpin sadarbīb vismaz četr koalīcij partij paziņ var noraidījum jaun pilsēt teritorij plānojum liel pārsteigum vienīg tālāk ejam ceļ ties,"Mērs informē, ka turpinās sadarbību ar vismaz četrām koalīcijas partijām, kā arī paziņo, ka VARAM noraidījums jaunajam pilsētas teritorijas plānojumam bijis liels pārsteigums un vienīgais tālāk ejamais ceļš ir tiesa. https://t.co/AHAEkLRQ9H",1
staķ vad rīg dom būdam bezpartejisk mēr via,"Staķis vadīs Rīgas domi, būdams bezpartejisks mērs https://t.co/AN5OTsnvpc via @puarolv https://t.co/E1PRAjsFGO",1
staķ vad rīg dom bezpartejisk mēr,Staķis vadīs Rīgas domi kā bezpartejisks mērs  https://t.co/gHxesuMFfP,1
staķ vad rīg dom bezpartejisk mēr,Staķis vadīs Rīgas domi kā bezpartejisks mērs https://t.co/VwsrwMJzGk https://t.co/NniDWu27ac,1
iedzīvotāj bals partij šīm partij pēct dot mandāt koalīcij veidot miskēt vēl obligāt tagad jāgāz staķ viņ bezpartejisk frakcij ietvar joproj turpin darboti strādāt,"@Videjais_LV Iedzīvotājs balso par partijām, jā, un šīm partijām pēctam ir dots mandāts. Koalīcijas viņi var veidot un miskēt, kā vēlās un viņiem nav obligāti tagad jāgāz Staķis, jo viņs ir bezpartejisks. Frakcijas ietvaros arī joprojām turpina darboties un strādāt.",1
rūpēti iedzīvotāj vieglāk partij staķ turpin vadīt rīg dom bezpartejisk mēr,"RT @JaunsLV: Rūpēties par iedzīvotājiem būs vieglāk, esot ārpus partijām. Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.…",1
staķ neplān stāti cit politisk spēk kandidēt saeim vēlēšan,Staķis neplāno stāties citos politiskos spēkos vai kandidēt Saeimas vēlēšanās  https://t.co/hxQIJPSHmz,1
rūpēti iedzīvotāj vieglāk partij staķ turpin vadīt rīg dom bezpartejisk mēr,"Rūpēties par iedzīvotājiem būs vieglāk, esot ārpus partijām. Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/CRlnvgNLt1",1
izvērst paziņot savādāk puicisk mēroti sanāc bals zaudēt staķ iegū,"@AttistibaiPar Varēja šo arī izvērst un paziņot savādāk, kaut ""puiciski mēroties"" sanāca. Balsis AP tiek zaudētas, bet Staķis iegūs.",1
staķ turpin vadīt rīg dom bezpartejisk mēr,Staķis turpinās vadīt Rīgas domi kā bezpartejisks mērs https://t.co/JSWrrhpkWn,1
staķ vad rīg dom bezpartejisk mēr,Staķis vadīs Rīgas domi kā bezpartejisks mērs https://t.co/9B2j7OfeCk,1
darb atbalst vienkārš jāorganizēj ignorējot vanab ganāmpulk operator ala staķ izdodot atļauj mēģin politisk reiting uzprišināt,"@donis777 man gan pašam darbs, bet atbalstu 
vienkārši ir jāorganizējas pašiem, ignorējot visus tos vanabī ganāmpulku operatorus ala staķis, kas izdodot atļaujas mēģina savus politiskos reitingus uzprišināt",1
saucam žurnalist stil uzreiz parspilet līdzib vvf staķ dibinātāj vien līder paš sākum domstarpib sāk sadarbīb attistib saasināj jalemj startēt saeim,"@CerinsAivis @MStakis @VairaVF kas tas par mūsu tā saucamo žurnalistu stilu visu uzreiz parspilet? nekāda līdziba ar VVF nav, Staķis ir Par dibinātājs un viens no līderiem no paša sākuma. Domstarpibas sākas par sadarbību ar Attistibu, saasinājās kad bija jalemj ar ko startēt uz Saeimu.",1
vajadzēt rīg dom nenoturēsi gad beig viet nokārtot atdalīšan la staķ izvēlēj notīti nesaprot sajūsm izvēl,"Vajadzētu būt, ka Rīgas Dome nenoturēsies līdz šī gada beigām. Tā vietā, lai nokārtotu Par! atdalīšanos no LA, Staķis izvēlējās notīties. Nesaprotu sajūsmu par šādu izvēli.",1
toti lv sabiedrīb pārsteigum staķ vienīg izdarīj esoš biedr,"RT @io7246: Toties LV sabiedrībai ir pārsteigums, ka M.Staķis ir vienīgais, kas to izdarīja no esošajiem biedriem.",1
toti lv sabiedrīb pārsteigum staķ vienīg izdarīj esoš biedr,"Toties LV sabiedrībai ir pārsteigums, ka M.Staķis ir vienīgais, kas to izdarīja no esošajiem biedriem. https://t.co/ziq0RwRxLz",1
